Subsidiary Total Capital Ratios,2021,Minimum requirement,2020
,20.2%,14.5%,19.4%
,14.3%,14.5%,10.3%
,16.6%,12.0%,16.1%
,112.0%,12.0%,135.0%
,15.6%,12.0%,17.9%
,18.2%,12.0%,16.3%
,38.2%,12.0%,31.7%
,24.1%,12.0%,-
