GROUP,Column,COMPANY,Column
2017,2016,2017,2016
Kshs. million,Kshs. million,Kshs. million,Kshs. million
"7,290","4,761",-,
20,-,-,
"1,244","2,537",-,
(4),(8),-,
"8,550","7,290",-,
"4,123","3,332",-,
-,-,-,
"1,060",794,-,
(4),(3),-,
"5,179","4,123",-,
"3,371","3,167",-,
