Title,Key requirements,Effective Date *
,"IFRS 17 was issued in May 2017 as replacement for IFRS 4 Insurance Contracts. It requires a
current measurement model where estimates are re-measured in each reporting period. The
new rules will affect the financial statements and key performance indicators of all entities that
issue insurance contracts or investment contracts with discretionary participation features.",
,"The narrow-scope amendments to IAS 1 Presentation of Financial Statements clarify that
liabilities are classified as either current or non- current, depending on the rights that exist
at the end of the reporting period. Classification is unaffected by the expectations of the entity
or events after the reporting date (e.g., the receipt of a waver or a breach of covenant). The
amendments also clarify what IAS 1 means when it refers to the ‘settlement’ of a liability.
The amendments could affect the classification of liabilities, particularly for entities that
previously considered management’s intentions to determine classification and for some
liabilities that can be converted into equity.
They must be applied retrospectively in accordance with the normal requirements in IAS 8
Accounting Policies, Changes in Accounting Estimates and Errors.",
,"The amendment to IAS 16 Property, Plant and Equipment (PP&E) prohibits an entity from deducting
from the cost of an item of PP&E any proceeds received from selling items produced while the
entity is preparing the asset for its intended use. It also clarifies that an entity is ‘testing whether
the asset is functioning properly’ when it assesses the technical and physical performance of
the asset. The financial performance of the asset is not relevant to this assessment.
Entities must disclose separately the amounts of proceeds and costs relating to items produced
that are not an output of the entity’s ordinary activities.",
,"Minor amendments were made to IFRS 3 Business Combinations to update the references to
the Conceptual Framework for Financial Reporting and add an exception for the recognition of
liabilities and contingent liabilities within the scope of IAS 37 Provisions, Contingent Liabilities and
Contingent Assets and Interpretation 21 Levies. The amendments also confirm that contingent
assets should not be recognised at the acquisition date.",
,"The amendment to IAS 37 clarifies that the direct costs of fulfilling a contract include both the
incremental costs of fulfilling the contract and an allocation of other costs directly related to
fulfilling contracts. Before recognising a separate provision for an onerous contract, the entity
recognises any impairment loss that has occurred on assets used in fulfilling the contract.",
,"The IASB has made limited scope amendments to IFRS 10 Consolidated financial statements
and IAS 28 Investments in associates and joint ventures.
The amendments clarify the accounting treatment for sales or contribution of assets between
an investor and its associates or joint ventures. They confirm that the accounting treatment
depends on whether the non- monetary assets sold or contributed to an associate or joint
venture constitute a ‘business’ (as defined in IFRS 3 Business Combinations).
Where the non-monetary assets constitute a business, the investor will recognise the full
gain or loss on the sale or contribution of assets. If the assets do not meet the definition
of a business, the gain or loss is recognised by the investor only to the extent of the other
investor’s interests in the associate or joint venture. The amendments apply
prospectively.
** In December 2015, the IASB decided to defer the application date of this amendment until
such time as the IASB has finalised its research project on the equity method.",
