"2013
Kshs.‘000","2012
Kshs.‘000","2013
Kshs.‘000","2012
Kshs.‘000"
"2,330,118
(409,500)
1,920,618
738,486
-
(218,100)
4,330","1,055,476
(52,200)
1,003,276
1,268,179
23,289
(357,300)
(16,826)","1,934,023
(409,500)
1,524,523
721,080
-
(218,100)
-","606,328
(52,200)
554,128
1,304,406
23,289
(357,300)
-"
"2,445,334","1,920,618","2,027,503","1,524,523"
"(34,402)
2,566,524
(627,600)
540,812","(116,765)
1,972,672
(409,500)
474,211","151,500
2,503,603
(627,600)
-","54
1,933,969
(409,500)
-"
"2,445,334","1,920,618","2,027,503","1,524,523"
"2,445,334","1,920,618","2,027,503","1,524,523"
"6,650,977","9,333,589","5,516,617","8,261,878"
"1,244,812
5,406,165
-","5,952,182
2,593,307
788,100","-
5,516,617
-","6,321,384
1,725,119
215,375"
"6,650,977","9,333,589","5,516,617","8,261,878"
"46,582,790
9,854,969
1,614,652
781,154","41,020,836
8,402,550
14,538,852
2,707,045","46,509,989
9,434,410
1,614,652
781,154","40,460,706
8,402,550
14,538,852
2,707,045"
"58,833,565","66,669,283","58,340,205","66,109,153"
"196,496,431
26,161,177
16,509,532
7,658,484","169,315,144
11,344,775
25,165,831
15,542,334","142,321,639
18,725,969
10,171,804
7,653,165","115,298,570
7,180,635
19,566,137
15,338,783"
"246,825,624","221,368,084","178,872,577","157,384,125"
