"19,146",37.3%,"17,719",35.8%,"15,311",34.4%,"13,994",34.7%,"13,470",37.0%
"9,410",18.3%,"9,369",18.9%,"6,915",15.5%,"6,939",17.2%,"5,782",15.9%
"9,198",17.9%,"9,198",18.6%,"6,050",13.6%,"6,050",15.0%,"5,968",16.4%
"10,506",20.5%,"10,525",21.3%,"13,573",30.5%,"10,798",26.7%,"8,373",23.0%
"2,791",5.4%,"2,428",4.9%,"2,435",5.5%,"2,388",5.9%,"2,679",7.4%
291,0.6%,265,0.5%,238,0.5%,201,0.5%,173,0.5%
"51,342",100%,,,,,,,,
