"000’shSK
latoT","087,854,17","999,771,31","349,511,1","646,391,73","502,237,382","020,636","683,888,85","979,202,664","916,592,41","688,172,773","979,845,1","848,437,21","233,158,504"
tseretni-noN gniraeb 000’shSK,"087,854,17",-,-,"159,59",-,"020,636",-,"157,091,27",-,-,"979,845,1",-,"979,845,1"
"sraey 000’shSK
5
revO",-,-,-,"677,831,43","465,858",-,"768,106,63","702,995,17",-,-,-,-,-
"sraey 000’shSK
5-1",-,-,-,"588,99","154,633",-,"090,944","624,588",-,"043,900,6",-,"796,386,01","730,396,61"
"shtnom 000’shSK
21-3",-,-,-,"522,969,1","159,54",-,"636,442,91","218,952,12",-,"226,286,35",-,"151,150,2","377,337,55"
"shtnom 000’shSK
3-1",-,-,-,"446,845","890,548,042",-,"720,800,2","967,104,342","429,299,21","843,588,35",-,-,"272,878,66"
"htnom1 000’shSK
ot
pU",-,"999,771,31","349,511,1","561,143","141,646,14",-,"667,485","410,668,65","596,203,1","675,496,362",-,-,"172,799,462"
dethgieW tseretni setar,-,%9.7,%0.01,%9.01,%5.61,-,%2.01,,%9.7,%1.4,-,-,
,,,,,,,,"stessa
latoT",,,,,"ytiuqe
dna
seitilibail
latoT"
