"2015
KShs’000",Column,"2015
KShs’000"
,"5,187,100
1,120,502,491",
"11,867,690",,"6,068,222"
"1,433,286,658",,"1,401,573,421"
,"1,125,689,591",
"1,445,154,348",,"1,407,641,643"
