Column,GROUP,Column,COMPANY,Column
,2017,2016,2017,2016
(a) Deferred tax asset/ (Liability),Kshs. million,Kshs. million,Kshs. million,Kshs. million
,"3,566","3,779",-,
,-,-,-,
,733,(197),(2),
,30,(89),-,
,(550),9,-,
,520,47,-,
,365,17,-,
,"4,664","3,566",(2),
,-,,,
,661,166,-,
,"3,842","2,665",-,
,(165),(135),-,
,(61),492,(2),
,387,378,-,
,"4,664","3,566",(2),
,-,,,
,"4,824","3,732",-,
,(160),(166),(2),
,"4,664","3,566",(2),
