Director,Classification,Designation,Column,Board,"Audit &
Risk","Nomination &
Remuneration"
"Mr.
Nicholas
Nganga",Non-executive,"Chairman of
Nominations &
Remuneration
Committee",Membership,,,
,,,Attendance,4/4,2/2,2/2
"Mr.
Christopher
Flowers",Executive,"Managing
Director",Membership,,,
,,,Attendance,4/4,,2/2
"Mr. Graham
Mclean",Non-executive,"Chairman of
Board",Membership,,,
,,,Attendance,4/4,,2/2
"Mr. Daniel
M Ndonye",Non-executive,"Chairman of
Audit
Committee",Membership,√,,
,,,Attendance,4/4,2/2,2/2
"Mr. Stephen
Waruhiu",Non-executive,,Membership,,,
,,,Attendance,3/4,1/2,2/2
"Mr. Andrew
Ndegwa
Njoroge",Non-executive,,Membership,,,
,,,Attendance,3/4,2/2,1/2
"Mr. Kenneth
W Tarplee",Non-executive,,Membership,,√,
,,,Attendance,2/4,2/2,1/2
"Mr. Ketan
Shah",Executive,"Finance
Director",Membership,√,,√
,,,Attendance,4/4,2/2,2/2
