2015,Column,2015
Sh’000,,Sh’000
"357,184",,"357,184"
"25,996",,"25,996"
,"412,001
114,817
(2,078)
112,739",
"383,180",,"383,180"
"(1,011,461)",,"(305,173)"
"(20,034)",,"(22,155)"
"(1,031,495)",,"(327,328)"
,"524,740",
"(648,315)",,"55,852"
,"2,018,133",
"(3,539,156)",,"86,664"
,"605,440
(78,622)
(2,078)",
"(1,061,747)",,"25,999"
"407,470",,"26,012"
"(20,034)",,"(22,155)"
,"524,740",
"(648,315)",,"55,852"
,"484,866
412,001
(622,956)
-",
"272,203",,"252,415"
"357,184",,"357,184"
"(640,454)",,"(639,572)"
"25,996",,"25,996"
"(5,362)","(1,708)
272,203",-
"9,567",,"(3,977)"
,"272,203
-",
"13,544",,-
"(3,977)",,"(3,977)"
,"272,203",
"9,567",,"(3,977)"
