2015,Column,2015
Sh’000,,Sh’000
"2,781,854",,"1,742,559"
"4,901,491",,"1,643,298"
"34,991",,-
,"2,418,297",
"7,718,336",,"3,385,857"
,"(3,124)
(34,426)
(22,298)
(13,200)
-
145",
"(2,243)",,"(2,243)"
"(1,014,532)",,"(240,631)"
"(31,981)",,"(31,981)"
"(40,417)",,"(37,866)"
"(839,921)",,-
-,,-
,"(72,903)",
"(1,929,094)",,"(312,721)"
,"2,345,394",
"5,789,242",,"3,073,136"
,"2,234,048
114,817
(2,078)
-
(1,393)",
"2,345,394",,"2,160,476"
"(1,011,461)",,"(305,173)"
"(20,034)",,"(22,155)"
"4,498,181",,"1,239,988"
"(22,838)",,-
,"2,345,394",
"5,789,242",,"3,073,136"
,"-
2,345,394",
"(93,825)",,-
"5,883,067",,"3,073,136"
,"2,345,394",
"5,789,242",,"3,073,136"
