"Note
12(b)
13
14
16 (a)","2012
KSh’000
9,467,529
1,806
6,204
452,642","2011
KSh’000
9,318,132
1,874
1,229
452,642
9,773,877
1,257,041
1,067,752
38,216
3,448,493
105,135
24,065
5,940,702
15,714,579
495,275
302,027
1,398,911
3,881,431
6,077,644
4,220,097
1,866,224
367
6,086,688
2,477,283
199
973,554
95,732
3,479
3,550,247
15,714,579"
,"9,928,181",
"17
18
19
26(c)
8(c)","2,143,973
1,146,518
31,697
5,871,263
12,867
2,279,459",
,"11,485,777",
,"21,413,958",
20,"495,275
302,027
1,324,680
4,983,946",
,"7,105,928",
"21(b)
22
23(b)","7,588,589
2,213,033
124",
,"9,801,746",
"21(b)
23(b)
24
26(e)
11","2,879,200
199
1,548,064
75,342
3,479",
,"4,506,284",
,"21,413,958",
