Freehold land,-,"480,220",-,"480,220"
Buildings on leasehold land,-,"3,440,099",-,"3,440,099"
"Heavy commercial vehicles and Quarrying
equipment",,,,
,-,"192,332",-,"192,332"
Plant and machinery,-,"8,432,061",-,"8,432,061"
,-,"12,544,712",-,"12,544,712"
