"Freehold
land
KSh’000
250,497
6,661
-
-","Buildings
on leasehold
land
KSh’000
1,804,582
-
1,121,701
-","Heavy
commercial
vehicles and
quarrying
equipment
KSh’000
141,397
31,067
-
-","Computer
hardware
plant
machinery
motor vehicles,
furniture and
Fittings
KSh’000
5,370,996
13,397
241,854
(1,820)","Capital
work in
progress
KSh’000
1,396,553
993,611
(1,363,555)
-","Total
KSh’000
8,964,025
1,044,736
-
(1,820)
10,006,941
10,006,941
535,054
(2,290)
10,539,705
4,718,101
5,821,604
10,539,705
319,244
370,106
(541)
688,809
688,809
384,682
(1,315)
1,072,176"
"257,158","2,926,283","172,464","5,624,427","1,026,609",
"257,158
26,274
-","2,926,283
7,125
-","172,464
52,716
-","5,624,427
20,502
(2,290)","1,026,609
428,437
-",
"283,432","2,933,408","225,180","5,642,639","1,455,046",
"33,817
249,615","2,416,235
517,173","84,181
140,999","728,822
4,913,817","1,455,046
-",
"283,432","2,933,408","225,180","5,642,639","1,455,046",
"-
-
-","12,929
65,470
-","14,130
18,515
-","292,185
286,121
(541)","-
-
-",
-,"78,399","32,645","577,765",-,
"-
-
-","78,399
73,245
-","32,645
19,246
-","577,765
292,191
(1,315)","-
-
-",
-,"151,644","51,891","868,641",-,
