2023,Column,Column,Column
Goodwill,"Acquired
intangible
asset","Computer
software",Total
"1,112,111","3,707,038","6,176,204","10,995,353"
–,–,"1,896,648","1,896,648"
–,–,-,-
"1,112,111","3,707,038","8,072,852","12,892,001"
–,"3,707,038","3,185,091","6,892,129"
–,-,"983,286","983,286"
–,–,-,-
–,"3,707,038","4,168,377","7,875,415"
"1,112,111",–,"3,904,475","5,016,586"
