"2025
KShs ‘000","2024
KShs ‘000","2025
KShs ‘000"
"4,759,847","6,231,011","4,759,847"
"16,847,900","22,703,558","16,847,900"
"11,149,076","9,755,403","11,149,076"
"70,260","125,712","70,260"
"32,827,083","38,815,684","32,827,083"
"221,198","984,972","221,198"
"3,637,487","4,531,170","3,654,560"
"76,556","34,239","76,556"
"3,935,241","5,550,381","3,952,314"
"28,891,842","33,265,303","28,874,769"
