2024,Column,Column
"Base
forecast",Low,High
5.03,4.53,5.53
134,121,147
"3,752","3,377","4,127"
"3,359","3,023","3,695"
590,531,649
11.0,9.90,12.10
144,129,158
"1,716","1,544","1,887"
