"2025
KShs ‘000","2024
KShs ‘000","2025
KShs ‘000"
"499,892","429,326","499,892"
"426,245","229,380","426,245"
"1,042,923","152,560","1,042,923"
"455,213","485,548","439,312"
"2,424,272","1,296,814","2,408,371"
"4,470,339","4,363,688","4,440,085"
"65,253","111,345","65,253"
"4,535,593","4,475,033","4,505,338"
"6,959,865","5,771,847","6,913,709"
