OTHER DISCLOSURES,BANK
,"30.06.2021
KShs. ‘000
Un-audited"
,"22,864,566"
,"9,617,092"
,"13,247,474"
,"8,995,528"
,"4,251,946"
,"3,644,401"
,"607,545"
,"76,575"
,"6,486,036"
,"6,562,611"
,"71,560,347"
,"53,255,374"
,-
,"124,815,721"
,"42,114,703"
,"1,000,000"
,"41,114,703"
,"6,330,153"
,"48,444,856"
,"265,104,656"
,15.14%
,8.00%
,7.14%
,15.89%
,10.50%
,5.39%
,18.27%
,14.50%
,3.77%
,15.18%
,15.93%
,18.31%
,70.06%
,20.00%
,50.06%
