2025,Column,Column,Column
"Goodwill
KShs ‘000","Acquired
intangible
asset
KShs ‘000","Computer
software
KShs ‘000","Total
KShs ‘000"
"1,112,111","3,707,038","9,899,787","14,718,936"
–,–,"824,243","824,243"
–,–,–,–
–,–,"(288,161)","(288,161)"
–,–,–,–
"1,112,111","3,707,038","10,435,869","15,255,018"
–,"3,707,038","5,495,586","9,202,624"
–,–,"1,058,507","1,058,507"
–,–,–,–
–,–,"(249,801)","(249,801)"
–,"3,707,038","6,304,292","10,011,330"
"1,112,111",–,"4,131,577","5,243,688"
