"2023
KShs ‘000"
"154,242,459"
"6,871,063"
"11,823,094"
"(670,256)"
"(1,376,228)"
"(7,728,355)"
"163,161,777"
65.4
9.7
"2,968,443"
"(214,100)"
"3,182,543"
