"2022
KShs‘000","2021
KShs‘000","2022
KShs‘000"
"5,533,754","5,194,706","5,447,872"
"575,048","563,075","567,219"
"37,030","39,046","37,030"
"209,961","214,071","209,961"
"38,107","24,708","38,013"
"33,465","25,468","33,465"
"613,682","475,994","607,202"
"7,041,047","6,537,068","6,940,762"
