OTHER DISCLOSURES,BANK
,"31.03.2022
KShs ‘000
Un-audited"
,"22,568,597"
,"8,887,583"
,"13,681,014"
,"9,579,475"
,"4,101,539"
,"3,358,330"
,"743,209"
,"76,114"
,"6,357,136"
,"6,433,250"
,"69,949,446"
,"49,837,482"
,-
,"119,786,928"
,"41,394,183"
,"1,000,000"
,"40,394,183"
,"6,128,074"
,"47,522,257"
,"269,631,254"
,15.60%
,8.00%
,7.60%
,15.35%
,10.50%
,4.85%
,17.62%
,14.50%
,3.12%
,15.64%
,15.39%
,17.66%
,71.56%
,20.00%
,51.56%
