"2025
KShs ‘000","2024
KShs ‘000","2025
KShs ‘000"
"101,567","236,233","101,567"
"4,752,590","5,858,517","4,593,317"
"4,854,157","6,094,750","4,694,884"
"244,308","266,660","244,308"
"244,308","266,660","244,308"
"5,098,465","6,361,410","4,939,192"
