0.0% 0.0% 0.0% 0.0% 0.0% 0.1% 0.1%
0.0% 94.6% 0.0% 0.0% 46.5% 1.0% 0.4%
0.0% 187.4% 53.8% 0.0% 58.7% 0.1% 0.6%
