OTHER DISCLOSURES,Column,BANK
,"30.09.2022
KShs. ‘000
Un-audited",
,"24,026,016",
,"9,529,066",
,"14,496,950",
,"10,277,640",
,"4,219,310",
,"2,789,095",
,"1,430,215",
,"65,048",
,"6,341,737",
,"6,406,785",
,"72,771,908",
,"54,591,243",
,-,
,"127,363,151",
,"41,480,583",
,"1,000,000",
,"40,480,583",
,"6,004,555",
,"47,485,138",
,"268,955,418",
,14.50%,
,8.00%,
,6.50%,
,15.42%,
,10.50%,
,4.92%,
,17.66%,
,14.50%,
,3.16%,
,14.54%,
,15.46%,
,17.69%,
,71.86%,
,20.00%,
,51.86%,
