Stage 1,Column
"Gross
balance
KShs ‘000","Impairment
KShs ‘000"
"63,834,200","(444,830)"
"110,460,753","(1,123,078)"
"(87,964,000)","1,370,187"
"(1,911,651)",–
"1,252,258",–
"(643,123)",–
"9,150,974",–
"98,002,713","(197,721)"
,"247,109"
