OTHER DISCLOSURES,BANK
,"31.03.2020
KShs. ‘000
Un-audited"
,"20,022,480"
,"7,830,322"
,"12,192,158"
,"7,797,795"
,"4,394,363"
,"3,220,026"
,"1,174,337"
,"42,706"
,"6,581,931"
,"6,624,637"
,"52,647,111"
,"130,490,897"
,-
,"183,138,008"
,"36,801,741"
,"1,000,000"
,"35,801,741"
,"7,446,116"
,"44,247,857"
,"245,559,880"
,15.11%
,8.00%
,7.11%
,14.99%
,10.50%
,4.49%
,18.02%
,14.50%
,3.52%
,15.15%
,15.03%
,18.06%
,67.58%
,20.00%
,47.58%
