"2023
KShs ‘000","2022
KShs ‘000","2023 KShs
‘000"
"3,177,188","11,342,411","3,177,188"
"270,705","279,806","270,705"
"3,447,893","11,622,217","3,447,893"
"182,320","211,412","182,320"
"111,587","105,310","111,587"
"5,591,378","5,036,120","5,570,575"
"5,885,285","5,352,842","5,864,482"
"9,333,178","16,975,059","9,312,375"
