Column,"2020
Shs’000",Column
,"36,998,473",
,"7,105,617",
,"202,435",
,"44,306,525",
,"41,134,608",
,"3,628,227",
,"44,762,835",
Interest rate sensitivity gap,"(456,310)","500,830"
