Column,Column,BANK,Column,Column,GROUP,Column,Column
,,31.03.2014,31.12.2014,31.03.201,5 31.03.2014,31.12.2014,31.03.2015
II,STATEMENT OF COMPREHENSIVE INCOME,Unaudited,Audited,Unaudite,d Unaudited,Audited,Unaudited
,FOR THE PERIOD ENDED 31 MARCH 2015,(Ksh’000,) (Ksh’000),(Ksh’000,) (Ksh’000),(Ksh’000),(Ksh’000)
,,,,"1,633,27",,,"1,633,277"
,,,,"8,78",,,"8,788"
,,,,"148,93",,,"148,931"
,,,,,,,-
,,,,"1,790,99",,,"1,790,996"
,,,,"597,56",,,"596,770"
,,,,,,,-
,,,,"411,70",,,"411,705"
,,,,"1,009,26",,,"1,008,475"
,,,,"781,72",,,"782,521"
,,,,"57,77",,,"57,779"
,,,,"22,65",,,"51,316"
,,,,"3,27",,,"3,277"
,,,,,,,-
,,,,"14,94",,,"56,103"
,,,,"98,64",,,"168,475"
,,,,"880,37",,,"950,996"
,,,,"144,70
248,16",,,"144,709
258,156"
,,,,"1,65
13,30
23,76",,,"1,775
13,898
23,832"
,,,,"5,02",,,"5,026"
,,,,"180,13",,,"223,824"
,,,,"616,76",,,"671,220"
,,,,"263,61",,,"279,776"
,,,,"40,66",,,"40,668"
,,,,"304,28
(91,284",,,"320,444
(98,892)
-"
,,,,"212,99",,,"221,552
-"
,,,,,,,-
,,,,,,,-
,,,,,,,-
,,,,,,,-
,,,,,,,-
,,,,"212,99",,,"221,552"
,,,,2.4,,,2.54
,,,,,,,-
