2022
Shs’000
"4,364,293"
"(2,110,369)"
"2,253,924"
"(194,130)"
"2,059,794"
"506,894"
"154,859"
"293,691"
"3,015,238"
"(1,330,440)"
"(363,976)"
"(1,123,163)"
"(6,265)"
"(1,000)"
"190,394"
"75,176"
"265,570"
"(77,337)"
"23,201"
"(54,136)"
"404,292"
"(121,288)"
"283,004"
"494,438"
0.69
