Column,"2020
Shs’000",Column
,"126,183",
,-,
,"(56,553)",
,(132),
,"(308,833)",
,"(239,335)",
,"11,097",
,"(228,238)",
,-,
Total comprehensive loss for the year,"(228,238)","(34,314)"
