2024
Shs’000
"6,555,348"
"(3,744,072)"
"2,811,276"
"(364,460)"
"2,446,816"
"542,323"
"(68,776)"
"473,547"
"227,197"
"568,500"
"3,716,060"
"(1,894,275)"
"(238,518)"
"(1,166,517)"
"23,243"
"20,000"
"459,993"
"64,692"
"524,685"
"687,796"
"(206,339)"
"481,457"
-
-
-
"1,006,142"
0.90
