Column,Column,Bank,Column,Group Consolidated,Column
,,31.12.2015,31.12.2016,31.12.2015,31.12.2016
II,STATEMENT OF COMPREHENSIVE INCOME,Audited,Audited,Audited,Audited
,FOR THE PERIOD ENDED 31 DECEMBER 2016,(Ksh’000),(Ksh’000),(Ksh’000),(Ksh’000)
,,,"7,889,464",,"7,889,838"
,,,"503,578
214,083",,"503,578
214,083"
,,,"-
8,607,125",,"-
8,607,499"
,,,"2,940,117",,"2,937,487"
,,,"1,932
1,701,706",,"1,932
1,733,965"
,,,"4,643,755
3,963,370",,"4,673,384
3,934,115"
,,,"148,782
118,823",,"148,781
172,452"
,,,"3,913
-",,"3,913
-"
,,,"88,592
360,110",,"430,403
755,549"
,,,"4,323,480",,"4,689,664"
,,,"699,166",,"699,166"
,,,"787,235
19,153",,"1,071,976
21,577"
,,,"99,042",,"99,042"
,,,"151,502",,"154,043"
,,,"172,497
949,534",,"172,583
1,123,397"
,,,"2,878,129
1,445,351
18,937",,"3,341,784
1,347,880
17,773"
,,,"1,464,288
(622,579)",,"1,365,653
(632,796)"
,,,"159,534
1,001,243",,"172,972
905,829"
,,,,,-
,,,-,,-
,,,"(23,184)",,"(24,167)"
,,,-,,-
,,,-,,-
,,,"6,955",,"6,955"
,,,"(16,299)",,"(17,212)"
,,,"985,014",,"888,617"
,,,200.25,,2.59
,,,60,,0.50
