2023
Shs’000
"1,923,292"
"(85,183)"
-
"(158,411)"
"35,700"
"3,577"
"(204,317)"
-
"(577,325)"
"(30,422)"
"(92,798)"
"(700,545)"
"1,018,430"
"848,691"
"1,867,121"
