2022
Shs’000
"(173,240)"
"(19,915)"
-
"(75,099)"
"(52,764)"
"106,151"
"(41,527)"
"700,000"
"(680,592)"
-
"(141,723)"
"(122,315)"
"(337,082)"
"1,185,773"
-
"848,691"
