2023
Shs’000
"5,347,608"
"(2,654,825)"
"2,692,783"
"(309,299)"
"2,383,484"
"414,469"
"(73,688)"
"174,407"
"542,677"
"3,441,349"
"(1,625,812)"
"(364,829)"
"(1,184,170)"
"31,946"
"36,000"
"334,484"
"53,672"
"388,156"
"(378,578)"
"113,573"
"(265,005)"
"20,000"
"(3,000)"
"17,000"
"140,151"
1.01
