Board meetings,Column,Column,Column,Total attendance
27/2,19/4,18/7,5/12,
ü,ü,ü,ü,4
ü,ü,ü,ü,4
ü,ü,ü,ü,4
ü,ü,X,ü,3
ü,ü,ü,ü,4
ü,ü,X,ü,3
ü,ü,ü,ü,4
ü,ü,ü,ü,4
ü,ü,ü,ü,4
