Column,"2020
Shs’ 000",Column
,"1,058,416",
,"6,845,617",
,"(2,151,996)",
,"(1,476,231)",
,"(650,751)",
Net cash,"3,625,055","(77,826)"
,"7,904,033",
,"(3,318,673)",
,"(960,305)",
,"3,625,055","(77,826)"
