Column,Column,Bank,Column,Column,Group Consolidated,Column,Column
,"STATEMENT OF COMPREHENSIVE INCOME FOR 3
THE PERIOD ENDED 31 MARCH 2018 U",1.03.2017,31.12.2017,31.03.2018,31.03.2017,31.12.2017,31.03.2018
II,,nAudited,Audited,UnAudited,Unaudited,Audited,Unaudited
,,,,(Ksh’000),(Ksh’000) (Ksh’000),,(Ksh’000)
,,,,"1,548,774",,,"1,548,774"
,,,,"50,218",,,"50,218"
,,,,"13,760",,,"13,760"
,,,,-,,,-
,,,,"1,612,752",,,"1,612,752"
,,,,"542,329",,,"542,329"
,,,,"31,029",,,"31,029"
,,,,"342,498",,,"342,162"
,,,,"915,856",,,"915,520"
,,,,"696,896",,,"697,232"
,,,,"6,843",,,"6,843"
,,,,"48,854",,,"62,731"
,,,,"17,570",,,"17,570"
,,,,-,,,-
,,,,"12,115",,,"196,605"
,,,,"85,382",,,"283,749"
,,,,"782,278",,,"980,981"
,,,,"112,649",,,"112,668"
,,,,"200,560",,,"218,739"
,,,,"2,696
28,466",,,"3,684
28,466"
,,,,"42,658
46,406",,,"42,920
46,449"
,,,,"271,965
705,400",,,"475,118
928,044"
,,,,"76,879",,,"52,937"
,,,,"-
76,879
(23,063)",,,"-
52,937
(15,881)"
,,,,"-
53,816",,,"-
37,056"
,,,,-,,,-
,,,,"9,371",,,"9,371"
,,,,"-
-",,,"-
-"
,,,,"(2,811)",,,"(2,811)"
,,,,"6,560",,,"6,560"
,,,,"60,376
43.05",,,"43,616
0.42"
