Bank,Column,Group Consolidated,Column
,"01.01.2015
to
31.12.2015
Total
(Ksh’000)","01.01.2014
to
31.12.2014
Audited
(Ksh’000)","01.01.2015
to
02.08.2015
Audited
(Ksh’000)"
,"7,218,269
122,955
758,890
-
8,100,114",,"7,218,269
122,955
756,912
-
8,098,136"
,"2,891,701",,"2,857,720"
,-,,-
,"1,626,833",,"1,628,462"
,"4,518,534
3,581,580",,"4,486,182
3,611,954"
,"191,678
106,536
59,959
200,000
122,388",,"191,678
151,008
59,959
-
768,444"
,"680,561
4,262,141",,"1,171,089
4,783,043"
,"503,771",,"503,771"
,"1,004,192
18,746",,"1,098,664
19,630"
,"61,493
93,489",,"61,493
93,924"
,"10,739",,"10,799"
,"832,810",,"1,324,256"
,"2,525,240",,"3,112,537"
,"1,736,901",,"1,670,506"
,"83,012",,"83,012"
,"1,819,913",,"1,753,518"
,"(620,264)",,"(684,242)"
,"125,121",,"127,693"
,"1,324,770",,"1,196,969"
,-,,-
,"(19,190)",,"(19,190)"
,-,,-
,-,,-
,"5,757",,"5,757"
,"(13,433)",,"(13,433)"
,"1,311,337",,"1,183,536"
,-,,3.43
,-,,1.30
