2202,latoT,000’shS,"816,349,2","531,58","357,820,3","244,484",")605,18(","639,204"
,derucesnU,000’shS,"177,131",")653,53(","514,69","620,74","697,34","228,09"
,orciM,000’shS,6,-,6,-,-,-
,FPI,000’shS,109,)57(,628,681,)25(,431
,laicremmoC,000’shS,"257,402","442,321","699,723","751,751",")630,731(","121,02"
,stcejorP,000’shS,"886,939,1","603,71","499,659,1","895,221","660,4","466,621"
,egagtroM,000’shS,"005,666",")489,91(","615,646","574,751","027,7","591,561"
