Column,Bank,Column,Column,Group Consolidated,Column,Column
"STATEMENT OF COMPREHENSIVE INCOME
FOR THE PERIOD ENDED 31 MARCH 2020",31.03.2019,31.12.2019,31.03.2020,31.03.2019,31.12.2019,31.03.2020
,UnAudited,Audited,UnAudited,Unaudited,Audited,Unaudited
,(Ksh’000),(Ksh’000),(Ksh’000),(Ksh’000),(Ksh’000),(Ksh’000)
,,,"1,118,546",,,"1,118,546"
,,,"113,650",,,"113,650"
,,,"12,644",,,"12,644"
,,,-,,,-
,,,"1,244,840",,,"1,244,840"
,,,"488,013",,,"488,013"
,,,"28,145",,,"28,145"
,,,"111,555",,,"147,970"
,,,"627,713",,,"664,128"
,,,"617,127",,,"580,712"
,,,"24,442",,,"24,442"
,,,"51,769",,,"95,961"
,,,"18,807",,,"18,807"
,,,-,,,-
,,,"23,961",,,"114,297"
,,,"118,979",,,"253,507"
,,,"736,106",,,"834,219"
,,,"137,642",,,"137,642"
,,,"219,158",,,"256,335"
,,,"2,883
31,920
42,735",,,"6,324
31,920
46,790"
,,,"54,334
224,518",,,"54,394
293,785"
,,,"713,190",,,"827,190"
,,,"22,916
-
22,916",,,"7,029
-
7,029"
,,,"(6,875)",,,"(7,662)"
,,,"-
16,041",,,"-
(633)"
,,,-,,,-
,,,"(44,017)
-",,,"(44,017)
-"
,,,-,,,-
,,,"13,205",,,"13,205"
,,,"(30,812)
(14,771)",,,"(30,812)
(31,445)"
,,,"12.83
-",,,"(0.01)
-"
