Column,"2020
Shs’000",Column
,"20,196",
,"9,762,694",
,"1,645",
,418,
,"41,682",
,"37,204",
Total Assets,"9,863,839","10,121,230"
,"267,763",
,"6,361",
,"274,124",
,"1,923,071",
,"4,343,512",
,"3,323,132",
,"9,589,715",
Total Liabilities and Shareholders’ Equity,"9,863,839","10,121,230"
