30.09.2020
UnAudited
(Ksh’000)
"3,195,105"
"391,614"
"34,414"
-
"3,621,133"
"1,407,331"
"179,607"
"413,078"
"2,000,016"
"1,621,117"
"52,127"
"145,644"
"55,261"
-
"151,132"
"404,164"
"2,025,281"
"441,189"
"839,521"
"9,178"
"105,088"
"128,560"
"165,636"
"1,007,827"
"2,696,999"
"(671,718)"
"(56,309)"
"(728,027)"
"(2,185)"
-
"(730,212)"
-
"67,352"
-
-
"(16,838)"
"50,514"
"(679,698)"
(2.53)
-
