FOR THE YEAR ENDED 31 DECEMBER 2000,Column,Column,Column
,,2000,1999
,Note,KShs'OOO,KShs'OOO
Interestincome,3,"2,161,755","2,062,743"
Interestexpense,4,"(1,159,358)","(1,145,115)"
Net interest income,,"1,002,397","917,628"
Provisionfor mortgage losses,13(b),"(246,522)","(416,362)"
Net interest income after,,,
provision for mortgage losses,,"755,875","501,266"
Non interest income,5,"352,774","379,580"
Non interestexpenses,6,"(1,030,031 )","(766,529)"
Profit before taxation,7,"78,618","114,317"
Taxation,8,"(26,395)","(43,631)"
Net profit after taxation,,"52,223","70,686"
Earnings per share,9,KShs0.45,KShs0.61
The consolidated profit and loss account is to be read in conjunction with the notes to and,,,
forming part ofthe financial statements set out on pages 21 to 45.,,,
