Column,Column,Bank,Column,Column,Group Consolidated,Column,Column
,,31.03.20,16 31.12.2016,31.03.2017,31.03.2016,31.12.2016,31.03.2017
II,STATEMENT OF COMPREHENSIVE INCOME,UnAudit,ed Audited,UnAudited,UnAudited,Audited,UnAudited
,FOR THE PERIOD ENDED 31 MARCH 2017,(Ksh’00,0) (Ksh’000),(Ksh’000),(Ksh’000),(Ksh’000),(Ksh’000)
,,,,"1,727,777",,,"1,727,777"
,,,,"118,864
3,416",,,"118,864
3,416"
,,,,"-
1,850,057",,,"-
1,850,057"
,,,,"570,413",,,"570,324"
,,,,"29,908",,,"29,908"
,,,,"438,189
1,038,510",,,"452,221
1,052,453"
,,,,"811,548",,,"797,605"
,,,,"18,366",,,"18,366"
,,,,"29,462",,,"34,098"
,,,,"24,134",,,"24,134"
,,,,-,,,-
,,,,"15,043",,,"96,251"
,,,,"87,005",,,"172,849"
,,,,"898,553",,,"970,453"
,,,,"200,749",,,"200,749"
,,,,"208,843",,,"266,851"
,,,,"4,042",,,"5,831"
,,,,"26,482",,,"26,482"
,,,,"39,024",,,"39,184"
,,,,"43,566",,,"43,587"
,,,,"240,485",,,"258,378"
,,,,"763,190",,,"841,063"
,,,,"135,363",,,"129,390"
,,,,"-
135,363
(40,609)",,,"-
129,390
(41,052)"
,,,,"-
94,754",,,"-
88,338"
,,,,-,,,-
,,,,"2,585",,,"2,585"
,,,,-,,,-
,,,,-,,,-
,,,,(776),,,(776)
,,,,"1,810",,,"1,810"
,,,,"96,563",,,"90,148"
,,,,75.80,,,1.01
,,,,-,,,-
