"2020
Shs’000",Column,"2020
Shs’000",Column
"91,827","134,000
133,044
25,521
2,667
81,677",-,
"54,074",,-,
"5,139",,-,
"37,953",,-,
"67,929",,-,
"256,922","376,909",-,-
