4202,latoT,000’shS,"013,652","433,43","446,092",Column,"993,383,3","014,213","908,596,3","354,689,3"
,derucesnU,000’shS,"381,801","845,92","137,731",,"798,572","561,472","260,055","397,786"
,orciM,000’shS,-,77,77,,8,)8(,-,77
,FPI,000’shS,683,231,815,,"050,1","043,4","093,5","809,5"
,laicremmoC,000’shS,"542,53","727,01","279,54",,"230,693",")073,38(","266,213","436,853"
,stcejorP,000’shS,"611,04",")536,93(",184,,"006,959,1","892,75","898,610,2","973,710,2"
,egagtroM,000’shS,"083,27","584,33","568,501",,"218,057","589,95","797,018","266,619"
,,"2
&
1
egatS","raey
fo
trats
tA","-erusaemer
tnem
LCE","raey
fo
dne
tA","3
egatS","raey
fo
trats
tA","-erusaemer
tnem
LCE","raey
fo
dne
tA","tnemriapmi
latoT"
