latoT,000’shS,Column,"698,222",")053,421(",")187,42(","567,37","259,73",")600,6(","649,13","644,377,3","021,546,1","471,316,1","259,73",")600,6(","021,546,1"
"maD detimiL
atehT
etatsE",000’shS,%05,"386,502",")693,601(",")372,42(","410,57","705,73",-,"705,73","740,147,1","425,078","410,338","705,73",,"125,078"
yticyalC detimiL,000’shS,%33,841,")534,6(",)4(,")192,6(",")670,2(",-,")670,2(","574,054,1","926,384","607,584",")670,2(",-,"036,384"
dnalhciR tnempoleveD detimiL,000’shS,%05,"380,8",")522,5(",)405(,"453,2","771,1",-,"771,1","818,202","904,101","332,001","771,1",-,"014,101"
suoicerP sthgieH detimiL,000’shS,%05,"289,8",")934,5(",,"345,3","277,1",")684,7(",")417,5(","306,271","603,68","650,38","277,1",")684,7(","243,77"
awahaK tnempoleveD detimiL,000’shS,%05,-,)558(,,)558(,)824(,"084,1","250,1","305,602","252,301","561,111",)824(,"084,1","712,211"
