Movementsintemporary differences betweenvaluesof certain itemsfor accounting and for,Column,Column,Column
taxation purposescan be specified as follows:,,,
,,Movement,
,Balance at,during,Balance at
,1 Jan. 2000,the year,31Dec. 2000
,KShs'OOO,KShs'OOO,KShs'OOO
plant and equipment,"(19,125)","1,161","(17,964)"
Taxlosses,"(5,865)","(140,236)","(146,101 )"
....,,,
Provisions,,"(11,141)","(11,141)"
Totaltemporary differences,"(24,990)","(150,216)","(175,206)"
Deferred tax @ 30%,"(7,497)","(45,064)","(52,561)"
