Column,Column,"2020
Shs’000",Column
,,"1,156,198",
,,"(32,409)",
,,"(37,848)",
,,58,
,,"(66,680)",
,,"(136,879)",
,,"(2,175,496)",
,,-,
,,"(6,662)",
,,"(130,488)",
,,"(2,312,646)",
,,"(1,293,327)",
,,"2,337,779",
,,"13,964",
Cash and cash equivalents at end of year,33,"1,058,416","2,337,779"
