Column,Column,"2020
Shs’ 000",Column
,,"(4,298)",
,,-,
,,"(4,298)",
,,"(6,662)",
,,"(6,662)",
,,"(10,960)",
,,"31,156",
Cash and cash equivalents at end of year,33,"20,196","31,156"
