"Summary Consolidated Statement of Other Comprehensive
ncome for the period ended 30 June 2019",Column,Column,Column
,Unaudited,Audited,Unaudited
3,0.06.2019,31.12.2018,30.06.2018
,Shs‘000,Shs‘000,Shs‘000
,"(97,031)",,
,-,,
,"138,919",,
,"(41,676)",,
,"97,243",,
,212,,
,"(97,031)",,
,212,,
,(0.50),,
,-,,
