"2014
KShs’000",Column,"2014
KShs’000"
"7,591,940
701,740
-
9,498
2,225,046
-
1,834,377
30,595",,"7,591,835
701,740
-
9,498
2,225,046
2,500
1,834,377
30,595"
"12,393,196","12,531,640","12,395,591"
"2,199,517
845,223
474
116,188
31,366
131,293","2,191,123
883,028
6,030
119,262
29,558
373,062","2,192,859
621,052
333,083
117,251
31,366
99,531"
"3,324,061","3,602,063","3,395,142"
"15,717,257","16,133,703","15,790,733"
"450,000
648,000
1,884,722
3,716,438
5,515","450,000
648,000
1,900,899
4,086,892
4,466","450,000
648,000
1,884,722
3,798,332
-"
"6,704,675","7,090,257","6,781,054"
"1,667,493
917,954
2,140,291
15,525
759,030","1,895,374
677,904
2,357,448
43,155
750,087","1,667,493
917,954
2,140,291
15,525
759,030"
"5,500,293","5,723,968","5,500,293"
"477,679
324,274
37,964
547,228
2,125,144
-","324,945
-
48,534
853,223
1,944,894
147,882","477,679
324,274
37,964
547,228
2,122,241
-"
"3,512,289","3,319,478","3,509,386"
"15,717,257","16,133,703","15,790,733"
