Column,"2,411,683
1,350,286",Column,Column
"539,344","603,711","539,344","603,642"
"533,758","536,544","533,758","536,537"
"236,349","169,492","236,349","169,112"
"232,772","299,133","232,772","299,133"
,"321,662
334,555
28,765
315,365
126,633
12,502
-
8,600
18,906
41,808
21,411
85",,
,"6,601,141",,
"1,101,179","1,662,201",,
,"412,942
-
-
273,261
59,569
3,710",,
,"2,411,683",,
