Euros,US Dollars,"Uganda
Shillings",Total
Shs’000,Shs’000,Shs’000,Shs’000
-,-,-,-
-,"667,308","83,339","750,647"
-,"667,308","83,339","750,647"
-,"106,573",-,"106,573"
-,"304,412","3,399","307,811"
-,"410,985","3,399","414,384"
-,"256,323","79,940","336,263"
-,-,-,-
-,-,-,-
-,-,-,-
-,-,-,-
-,"370,694",-,"370,694"
-,"298,819","3,399","302,218"
-,"669,513","3,399","672,912"
-,"669,513","3,399","672,912"
