Note,2010,2009
,KShs’000,KShs’000
35(a),"441,015","1,911,926"
35(c),"(84,526)","(83,051)"
30,"105,113","61,810"
,"(16,763)","(9,675)"
,"444,839","1,881,010"
35(d),"(584,243)","(1,091,337)"
,712,"7,617"
,"(1,416)","(1,770)"
9,"4,991","1,765"
,"(579,956)","(1,083,725)"
16,"(117,000)",-
35(b),"(308,066)","(273,932)"
,"(425,066 )","(273,932)"
,"(560,183)","523,353"
,"1,511,962","988,609"
35(e),"951,779","1,511,962"
