Column,Note,2010,2009
,,KShs’000,KShs’000
,,,Restated*
,4,"7,560,748","7,341,544"
,5,"1,044","2,822"
,6,"11,744","9,619"
,7,"1,495,000","1,495,000"
,8,"57,349","55,933"
,,"9,125,885","8,904,918"
,9,-,"4,991"
,10,"1,189,533","792,606"
,11,"671,977","682,809"
,12,"5,769","58,972"
,13(a),"92,622","79,705"
,8,"688,585","1,225,450"
,14,"263,194","286,512"
,,"2,911,680","3,131,045"
TOTAL ASSETS,,"12,037,565","12,035,963"
,15(a),"450,000","450,000"
,15(b),"648,000","648,000"
,15(c),"1,261,760","1,281,247"
,,"3,341,441","3,723,005"
,,"5,701,201","6,102,252"
,17,"437,459","416,315"
,18,"999,720","1,058,086"
,19,"3,040,555","2,946,918"
,20,"21,980",-
,,"4,499,714","4,421,319"
,19,"361,632","314,162"
,20,"13,100",-
,21,"1,461,918","1,198,230"
,,"1,836,650","1,512,392"
,,"12,037,565","12,035,963"
