2018,Column,2018
KShs’000,,KShs’000
"994,568","1,448,686
50,211
888,088
1,285,318
854,370
617,688
362,477
244,568
2,471
81,042
116,274
24,704
2,463
6,025
100,687
18,789
3,309
(1,212)
58,120
1,418
_________
6,165,496","994,568"
"64,715",,"64,715"
"932,614",,"932,614"
"1,051,697",,"1,051,697"
"850,472",,"850,472"
"474,669",,"474,669"
"265,479",,"265,479"
"234,268",,"234,268"
"54,516",,-
"54,969",,"54,969"
"113,848",,"113,848"
"22,498",,"22,498"
58,,58
"5,284",,"5,284"
"79,336",,"79,336"
"18,092",,"18,092"
"2,867",,"2,867"
"1,820",,"1,820"
"50,075",,"50,075"
763,,763
_________,,_________
"5,272,608",,"5,218,092"
