nor impaired,Column,Impaired
KShs’000,,KShs’000
,"13,466
-
-
-",
"168,502",,"376,537"
-,,-
"8,026",,-
"41,021",,-
,"25,804
-
-
-",
"169,668",,"349,209"
-,,-
"151,686",,-
"38,672",,-
,"8,722
350,397
-
-",
"123,432",,"328,901"
"13,929",,-
"4,596",,-
"41,021",,-
,"301,888
18,188
-",
"160,374",,"318,438"
-,,-
"144,690",,-
"38,672",-,-
