"2017
Kshs’000",Column,"2017
Kshs’000"
"1,523,868
(134,018)
(338,856)","1,544,106
305,706
(325,944)","1,523,868
(134,018)
(338,856)"
"1,050,994","1,523,868","1,050,994"
"(547,488)
579,701","(326,205)
268,645","(547,488)
579,701"
"(306,643)","(383,504)","(306,643)"
"1,363,066
175,000
(351,065)
1,187,001","1,464,754
323,636
(425,324)
1,363,066","1,363,066
175,000
(351,065)
1,187,001"
"-
563,493
(254,614)","300,906
700,288
(1,001,194)","-
563,493
(254,614)"
"308,879",-,"308,879"
"4,811
30,740
(3,641)","5,102
18,986
(4,811)","4,811
30,740
(3,641)"
"31,910
289,111
171,094
-
44,102","19,277
140,868
237,039
3,879
69,916","31,910
289,111
171,094
-
44,102"
"536,217","470,979","536,217"
"-
-","16,331
(16,331)","-
-"
-,-,-
"38,672
151,686
(2,069,634)","36,553
129,318
(1,606,770)","38,672
144,690
(2,069,634)"
"(1,879,276)","(1,440,899)","(1,886,272)"
