Note,2010,2009
,KShs’000,KShs’000
,,Restated
22,"9,408,711","8,101,377"
23,"(7,375,924)","(5,563,282)"
,"2,032,787","2,538,095"
24,"14,511","150,344"
25,"2,335","21,935"
26,"(9,321)","(11,251)"
,"2,040,312","2,699,123"
27,"586,808","704,959"
28,"1,194,505","681,736"
29,"168,984","65,383"
,"1,950,297","1,452,078"
,"90,015","1,247,045"
7,-,"1,494,008"
30,"105,113","61,810"
31,"(533,699)","(921,185)"
32,"(338,571)","1,881,678"
13(b),"46,169","(47,624)"
,"(292,402)","1,834,054"
4,-,"342,959"
18,-,"(102,888)"
,-,"240,071"
,"(292,402)","2,074,125"
33,(3.25),20.38
